x	exact	n1	n2	n3	n4	n5	n8	n12	n20	n30	n50
0.595190	1.000000	1.115982	1.807041	1.230882	1.074350	1.197194	1.010793	0.921286	1.017193	0.942817	0.977880
0.597194	1.000000	1.119739	1.804149	1.221900	1.070195	1.194075	1.006237	0.917678	1.014381	0.940220	0.977339
0.599198	1.000000	1.123497	1.801198	1.212947	1.066125	1.190984	1.001879	0.914460	1.011617	0.937959	0.976872
0.601202	1.000000	1.127255	1.798186	1.204026	1.062139	1.187920	0.997717	0.911626	1.008895	0.936027	0.976459
0.603206	1.000000	1.131012	1.795113	1.195138	1.058237	1.184882	0.993751	0.909170	1.006209	0.934418	0.976082
0.605210	1.000000	1.134770	1.791981	1.186284	1.054421	1.181870	0.989979	0.907085	1.003556	0.933125	0.975725
0.607214	1.000000	1.138527	1.788788	1.177465	1.050689	1.178884	0.986399	0.905366	1.000931	0.932139	0.975375
0.609218	1.000000	1.142285	1.785535	1.168682	1.047042	1.175922	0.983008	0.904005	0.998330	0.931454	0.975017
0.611222	1.000000	1.146042	1.782222	1.159937	1.043479	1.172984	0.979806	0.902994	0.995752	0.931061	0.974642
0.613226	1.000000	1.149800	1.778848	1.151230	1.040001	1.170070	0.976790	0.902325	0.993193	0.930951	0.974239
0.615230	1.000000	1.153557	1.775415	1.142563	1.036608	1.167180	0.973958	0.901989	0.990655	0.931116	0.973800
0.617234	1.000000	1.157315	1.771921	1.133937	1.033299	1.164311	0.971308	0.901977	0.988135	0.931545	0.973321
0.619238	1.000000	1.161072	1.768366	1.125354	1.030074	1.161465	0.968836	0.902280	0.985634	0.932230	0.972796
0.621242	1.000000	1.164830	1.764752	1.116813	1.026933	1.158639	0.966541	0.902887	0.983153	0.933159	0.972224
0.623246	1.000000	1.168587	1.761077	1.108318	1.023877	1.155835	0.964420	0.903789	0.980695	0.934324	0.971605
0.625251	1.000000	1.172345	1.757342	1.099868	1.020904	1.153051	0.962470	0.904975	0.978261	0.935713	0.970939
0.627255	1.000000	1.176102	1.753547	1.091465	1.018015	1.150286	0.960688	0.906434	0.975855	0.937314	0.970232
0.629259	1.000000	1.179860	1.749692	1.083110	1.015209	1.147541	0.959070	0.908155	0.973480	0.939118	0.969486
0.631263	1.000000	1.183617	1.745776	1.074805	1.012486	1.144814	0.957615	0.910126	0.971140	0.941111	0.968711
0.633267	1.000000	1.187375	1.741800	1.066550	1.009847	1.142105	0.956318	0.912335	0.968841	0.943284	0.967913
0.635271	1.000000	1.191132	1.737764	1.058347	1.007290	1.139414	0.955177	0.914770	0.966587	0.945622	0.967104
0.637275	1.000000	1.194890	1.733668	1.050197	1.004816	1.136739	0.954187	0.917419	0.964385	0.948115	0.966294
0.639279	1.000000	1.198647	1.729511	1.042101	1.002424	1.134081	0.953346	0.920270	0.962241	0.950750	0.965496
0.641283	1.000000	1.202405	1.725294	1.034060	1.000113	1.131439	0.952650	0.923310	0.960162	0.953514	0.964723
0.643287	1.000000	1.206162	1.721017	1.026076	0.997885	1.128813	0.952094	0.926525	0.958153	0.956395	0.963991
0.645291	1.000000	1.209920	1.716680	1.018150	0.995737	1.126201	0.951676	0.929903	0.956224	0.959379	0.963316
0.647295	1.000000	1.213677	1.712282	1.010282	0.993671	1.123604	0.951392	0.933432	0.954380	0.962454	0.962712
0.649299	1.000000	1.217435	1.707824	1.002474	0.991685	1.121021	0.951237	0.937097	0.952631	0.965607	0.962198
0.651303	1.000000	1.221192	1.703306	0.994728	0.989778	1.118452	0.951208	0.940885	0.950983	0.968825	0.961790
0.653307	1.000000	1.224950	1.698728	0.987044	0.987952	1.115895	0.951300	0.944784	0.949445	0.972094	0.961505
0.655311	1.000000	1.228707	1.694090	0.979423	0.986205	1.113351	0.951510	0.948780	0.948024	0.975402	0.961360
0.657315	1.000000	1.232465	1.689391	0.971868	0.984536	1.110819	0.951833	0.952859	0.946729	0.978736	0.961371
0.659319	1.000000	1.236222	1.684632	0.964378	0.982946	1.108299	0.952265	0.957009	0.945568	0.982082	0.961555
0.661323	1.000000	1.239980	1.679813	0.956956	0.981434	1.105790	0.952802	0.961216	0.944547	0.985429	0.961926
0.663327	1.000000	1.243737	1.674933	0.949602	0.979999	1.103292	0.953439	0.965468	0.943674	0.988762	0.962500
0.665331	1.000000	1.247495	1.669993	0.942317	0.978641	1.100804	0.954173	0.969750	0.942957	0.992070	0.963288
0.667335	1.000000	1.251253	1.664993	0.935103	0.977359	1.098326	0.954999	0.974051	0.942403	0.995341	0.964303
0.669339	1.000000	1.255010	1.659933	0.927962	0.976153	1.095858	0.955912	0.978357	0.942017	0.998562	0.965554
0.671343	1.000000	1.258768	1.654813	0.920893	0.975022	1.093400	0.956908	0.982657	0.941805	1.001722	0.967049
0.673347	1.000000	1.262525	1.649632	0.913898	0.973965	1.090950	0.957983	0.986938	0.941774	1.004809	0.968795
0.675351	1.000000	1.266283	1.644391	0.906980	0.972983	1.088508	0.959132	0.991187	0.941927	1.007812	0.970795
0.677355	1.000000	1.270040	1.639090	0.900137	0.972073	1.086075	0.960351	0.995393	0.942270	1.010720	0.973051
0.679359	1.000000	1.273798	1.633728	0.893373	0.971237	1.083650	0.961634	0.999545	0.942805	1.013522	0.975562
0.681363	1.000000	1.277555	1.628307	0.886688	0.970472	1.081232	0.962979	1.003631	0.943536	1.016210	0.978324
